InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalSales,Month,DayOfWeek,Hour
572301,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,1,2011-10-23 14:41:00,2.95,16794,United Kingdom,2.95,October,Sunday,14
556419,21755,LOVE BUILDING BLOCK WORD,3,2011-06-10 12:30:00,5.95,15411,United Kingdom,17.85,June,Friday,12
572509,23201,JUMBO BAG ALPHABET,20,2011-10-24 14:25:00,2.08,17004,United Kingdom,41.6,October,Monday,14
542420,20675,BLUE POLKADOT BOWL,1,2011-01-27 18:05:00,1.25,17180,United Kingdom,1.25,January,Thursday,18
569129,23310,BUBBLEGUM RING ASSORTED,36,2011-09-30 13:40:00,0.42,15034,United Kingdom,15.12,September,Friday,13
562031,22682,FRENCH BLUE METAL DOOR SIGN 7,6,2011-08-01 17:37:00,1.25,16984,United Kingdom,7.5,August,Monday,17
567482,22083,PAPER CHAIN KIT RETROSPOT,2,2011-09-20 13:42:00,2.95,16464,United Kingdom,5.9,September,Tuesday,13
545918,22917,HERB MARKER ROSEMARY,24,2011-03-08 11:55:00,0.65,16917,United Kingdom,15.600000000000001,March,Tuesday,11
563705,21755,LOVE BUILDING BLOCK WORD,3,2011-08-18 14:33:00,5.95,17736,United Kingdom,17.85,August,Thursday,14
545701,20972,PINK CREAM FELT CRAFT TRINKET BOX ,5,2011-03-06 15:17:00,1.25,17107,United Kingdom,6.25,March,Sunday,15
570103,20974,12 PENCILS SMALL TUBE SKULL,2,2011-10-07 12:18:00,0.65,15719,United Kingdom,1.3,October,Friday,12
568671,23516,EMBROIDERED RIBBON REEL SOPHIE  ,6,2011-09-28 13:13:00,3.75,13139,United Kingdom,22.5,September,Wednesday,13
560483,21892,TRADITIONAL WOODEN CATCH CUP GAME ,12,2011-07-19 10:49:00,1.25,12955,United Kingdom,15.0,July,Tuesday,10
580872,23381,PACK OF 12 VINTAGE LEAF TISSUES ,2,2011-12-06 12:02:00,0.39,18283,United Kingdom,0.78,December,Tuesday,12
557960,22457,NATURAL SLATE HEART CHALKBOARD ,1,2011-06-23 19:46:00,2.95,15453,United Kingdom,2.95,June,Thursday,19
546634,22424,ENAMEL BREAD BIN CREAM,2,2011-03-15 12:10:00,12.75,14527,United Kingdom,25.5,March,Tuesday,12
563231,22766,PHOTO FRAME CORNICE,2,2011-08-14 15:42:00,2.95,14658,United Kingdom,5.9,August,Sunday,15
579345,23445,ICE CREAM BUBBLES,20,2011-11-29 11:46:00,0.83,12727,France,16.599999999999998,November,Tuesday,11
546089,22995,TRAVEL CARD WALLET SUKI,24,2011-03-09 11:44:00,0.42,17864,United Kingdom,10.08,March,Wednesday,11
536569,21761,WOOD AND GLASS MEDICINE CABINET,1,2010-12-01 15:35:00,29.95,16274,United Kingdom,29.95,December,Wednesday,15
539089,22457,NATURAL SLATE HEART CHALKBOARD ,6,2010-12-16 09:46:00,2.95,15246,United Kingdom,17.700000000000003,December,Thursday,9
542795,21217,RED RETROSPOT ROUND CAKE TINS,2,2011-02-01 10:59:00,9.95,18055,United Kingdom,19.9,February,Tuesday,10
542303,21657,MILK BOTTLE WITH GLASS STOPPER ,3,2011-01-27 11:05:00,6.95,12539,Spain,20.85,January,Thursday,11
541965,21508,VINTAGE KID DOLLY CARD ,12,2011-01-24 13:27:00,0.42,12625,Germany,5.04,January,Monday,13
578225,23314,VINTAGE CHRISTMAS TABLECLOTH,2,2011-11-23 11:51:00,12.5,17700,United Kingdom,25.0,November,Wednesday,11
576412,22348,TEA BAG PLATE RED RETROSPOT,24,2011-11-15 11:21:00,0.85,13455,United Kingdom,20.4,November,Tuesday,11
575765,35971,ROSE FOLKART HEART DECORATIONS,24,2011-11-11 11:02:00,1.25,17730,United Kingdom,30.0,November,Friday,11
570192,22081,RIBBON REEL FLORA + FAUNA ,10,2011-10-07 15:26:00,1.65,17509,United Kingdom,16.5,October,Friday,15
570287,23266,SET OF 3 WOODEN STOCKING DECORATION,12,2011-10-10 11:37:00,1.25,17425,United Kingdom,15.0,October,Monday,11
574059,20931,BLUE POT PLANT CANDLE ,1,2011-11-02 14:13:00,2.95,14646,Netherlands,2.95,November,Wednesday,14
574885,23480,MINI LIGHTS WOODLAND MUSHROOMS,8,2011-11-07 14:01:00,3.75,12472,Germany,30.0,November,Monday,14
574722,22096,PINK PAISLEY SQUARE TISSUE BOX ,5,2011-11-06 14:45:00,0.39,14502,United Kingdom,1.9500000000000002,November,Sunday,14
578786,22111,SCOTTIE DOG HOT WATER BOTTLE,2,2011-11-25 12:02:00,4.95,13184,United Kingdom,9.9,November,Friday,12
561689,22149,FELTCRAFT 6 FLOWER FRIENDS,18,2011-07-29 09:01:00,2.1,15942,United Kingdom,37.800000000000004,July,Friday,9
567043,20727,LUNCH BAG  BLACK SKULL.,6,2011-09-16 11:27:00,1.65,13268,United Kingdom,9.899999999999999,September,Friday,11
568066,22747,POPPY'S PLAYHOUSE BATHROOM,1,2011-09-23 13:48:00,2.1,14529,United Kingdom,2.1,September,Friday,13
575179,22111,SCOTTIE DOG HOT WATER BOTTLE,3,2011-11-09 08:11:00,4.95,14284,United Kingdom,14.850000000000001,November,Wednesday,8
572499,85049E,SCANDINAVIAN REDS RIBBONS,12,2011-10-24 14:10:00,1.25,15786,United Kingdom,15.0,October,Monday,14
560937,20694,FLORAL PINK MONSTER,1,2011-07-22 10:52:00,3.75,17920,United Kingdom,3.75,July,Friday,10
570424,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,4,2011-10-10 13:41:00,2.89,17372,United Kingdom,11.56,October,Monday,13
557957,23193,BUFFALO BILL TREASURE BOOK BOX,3,2011-06-23 19:20:00,2.25,13969,United Kingdom,6.75,June,Thursday,19
559357,23208,LUNCH BAG VINTAGE LEAF DESIGN,10,2011-07-07 18:56:00,1.65,17107,United Kingdom,16.5,July,Thursday,18
546427,72349B,SET/6 PURPLE BUTTERFLY T-LIGHTS,1,2011-03-13 14:29:00,2.1,14606,United Kingdom,2.1,March,Sunday,14
571675,22866,HAND WARMER SCOTTY DOG DESIGN,12,2011-10-18 13:26:00,2.1,13700,United Kingdom,25.200000000000003,October,Tuesday,13
546421,84596L,BISCUITS SMALL BOWL LIGHT BLUE,16,2011-03-13 11:21:00,0.42,13700,United Kingdom,6.72,March,Sunday,11
566789,21801,CHRISTMAS TREE DECORATION WITH BELL,36,2011-09-15 10:35:00,0.42,13134,United Kingdom,15.12,September,Thursday,10
573019,23374,RED SPOT PAPER GIFT BAG,10,2011-10-27 12:33:00,0.82,15145,United Kingdom,8.2,October,Thursday,12
569640,22741,FUNKY DIVA PEN,96,2011-10-05 12:25:00,0.85,12471,Germany,81.6,October,Wednesday,12
573897,23329,DECORATIVE WICKER HEART LARGE,6,2011-11-01 14:29:00,1.65,16729,United Kingdom,9.899999999999999,November,Tuesday,14
567656,82567,"AIRLINE LOUNGE,METAL SIGN",2,2011-09-21 14:40:00,1.63,14096,United Kingdom,3.26,September,Wednesday,14
552042,22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,6,2011-05-06 09:00:00,2.95,13952,United Kingdom,17.700000000000003,May,Friday,9
581191,22730,ALARM CLOCK BAKELIKE IVORY,1,2011-12-07 16:56:00,3.75,17449,United Kingdom,3.75,December,Wednesday,16
550183,84991,60 TEATIME FAIRY CAKE CASES,24,2011-04-14 17:58:00,0.55,14105,United Kingdom,13.200000000000001,April,Thursday,17
559340,22692,DOORMAT WELCOME TO OUR HOME,4,2011-07-07 16:51:00,7.95,13699,United Kingdom,31.8,July,Thursday,16
544459,21876,POTTERING MUG,12,2011-02-20 13:52:00,1.25,17838,United Kingdom,15.0,February,Sunday,13
571237,21181,PLEASE ONE PERSON METAL SIGN,12,2011-10-14 14:38:00,2.1,15078,United Kingdom,25.200000000000003,October,Friday,14
568947,21264,WHITE GOOSE FEATHER TREE 60CM ,12,2011-09-29 15:04:00,1.95,14696,United Kingdom,23.4,September,Thursday,15
569629,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,24,2011-10-05 11:37:00,0.29,15249,United Kingdom,6.959999999999999,October,Wednesday,11
544685,22024,RAINY LADIES BIRTHDAY CARD,12,2011-02-22 17:13:00,0.42,13285,United Kingdom,5.04,February,Tuesday,17
537855,22766,PHOTO FRAME CORNICE,4,2010-12-08 15:59:00,2.95,15996,United Kingdom,11.8,December,Wednesday,15
577483,85071C,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",1,2011-11-20 11:50:00,0.39,14502,United Kingdom,0.39,November,Sunday,11
544894,20724,RED RETROSPOT CHARLOTTE BAG,10,2011-02-24 12:09:00,0.85,15805,United Kingdom,8.5,February,Thursday,12
568990,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,2011-09-29 16:42:00,4.95,15933,United Kingdom,14.850000000000001,September,Thursday,16
581352,22562,MONSTERS STENCIL CRAFT,1,2011-12-08 12:26:00,1.25,14698,United Kingdom,1.25,December,Thursday,12
538040,21479,WHITE SKULL HOT WATER BOTTLE ,1,2010-12-09 13:08:00,3.75,16520,United Kingdom,3.75,December,Thursday,13
548160,21389,IVORY HANGING DECORATION  BIRD,12,2011-03-29 13:33:00,0.85,16253,United Kingdom,10.2,March,Tuesday,13
557804,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,48,2011-06-23 10:24:00,0.65,18198,United Kingdom,31.200000000000003,June,Thursday,10
542258,22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,1,2011-01-26 17:08:00,1.25,17372,United Kingdom,1.25,January,Wednesday,17
547367,21547,CERAMIC BIRDHOUSE CRESTED TIT SMALL,2,2011-03-22 13:11:00,2.95,15437,United Kingdom,5.9,March,Tuesday,13
560856,84944,SET OF 6 KASHMIR FOLKART BAUBLES,6,2011-07-21 13:06:00,1.65,16607,United Kingdom,9.899999999999999,July,Thursday,13
564172,22396,MAGNETS PACK OF 4 RETRO PHOTO,4,2011-08-23 14:19:00,0.39,16033,United Kingdom,1.56,August,Tuesday,14
562565,23321,SMALL WHITE HEART OF WICKER,10,2011-08-07 10:45:00,1.65,16206,United Kingdom,16.5,August,Sunday,10
549694,22925,BLUE GIANT GARDEN THERMOMETER,1,2011-04-11 13:45:00,5.95,15414,United Kingdom,5.95,April,Monday,13
577485,22551,PLASTERS IN TIN SPACEBOY,2,2011-11-20 11:56:00,1.65,16360,United Kingdom,3.3,November,Sunday,11
546860,22178,VICTORIAN GLASS HANGING T-LIGHT,192,2011-03-17 14:47:00,1.06,18198,United Kingdom,203.52,March,Thursday,14
552654,21880,RED RETROSPOT TAPE,1,2011-05-10 14:20:00,0.65,15756,United Kingdom,0.65,May,Tuesday,14
564061,22121,NOEL WOODEN BLOCK LETTERS ,1,2011-08-22 14:38:00,5.95,14505,United Kingdom,5.95,August,Monday,14
564733,22659,LUNCH BOX I LOVE LONDON,1,2011-08-28 13:18:00,1.95,17841,United Kingdom,1.95,August,Sunday,13
568301,21804,WHITE CHRISTMAS GARLAND STARS TREES,2,2011-09-26 12:45:00,3.75,16383,United Kingdom,7.5,September,Monday,12
550439,48138,DOORMAT UNION FLAG,2,2011-04-18 12:17:00,7.95,18231,United Kingdom,15.9,April,Monday,12
567618,16161P,WRAP ENGLISH ROSE ,25,2011-09-21 12:26:00,0.42,12721,France,10.5,September,Wednesday,12
557389,23067,HANGING ENGRAVED METAL HEART,4,2011-06-20 11:03:00,4.15,15921,United Kingdom,16.6,June,Monday,11
547906,21164,HOME SWEET HOME METAL SIGN ,2,2011-03-28 12:13:00,2.95,14410,United Kingdom,5.9,March,Monday,12
577297,16048,TEATIME ROUND PENCIL SHARPENER ,1,2011-11-18 12:48:00,0.12,14593,United Kingdom,0.12,November,Friday,12
572899,22865,HAND WARMER OWL DESIGN,1,2011-10-26 14:50:00,2.1,13435,United Kingdom,2.1,October,Wednesday,14
569983,22563,HAPPY STENCIL CRAFT,2,2011-10-06 19:49:00,1.25,17231,United Kingdom,2.5,October,Thursday,19
558234,22464,HANGING METAL HEART LANTERN,12,2011-06-27 14:37:00,1.65,18073,United Kingdom,19.799999999999997,June,Monday,14
546376,21272,SALLE DE BAIN HOOK,12,2011-03-11 12:11:00,1.25,13842,United Kingdom,15.0,March,Friday,12
561773,21439,BASKET OF TOADSTOOLS,1,2011-07-29 12:41:00,1.25,17841,United Kingdom,1.25,July,Friday,12
560228,22999,TRAVEL CARD WALLET VINTAGE LEAF,24,2011-07-15 17:29:00,0.42,17750,United Kingdom,10.08,July,Friday,17
574837,22197,POPCORN HOLDER,100,2011-11-07 11:33:00,0.72,15785,United Kingdom,72.0,November,Monday,11
569844,22746,POPPY'S PLAYHOUSE LIVINGROOM ,6,2011-10-06 13:30:00,2.1,12626,Germany,12.600000000000001,October,Thursday,13
555918,84673B,BLUE FLY SWAT,12,2011-06-07 16:21:00,0.65,16098,United Kingdom,7.800000000000001,June,Tuesday,16
554098,23085,ANTIQUE SILVER BAUBLE LAMP  ,3,2011-05-22 13:01:00,10.4,14769,United Kingdom,31.200000000000003,May,Sunday,13
556876,84991,60 TEATIME FAIRY CAKE CASES,1,2011-06-15 11:56:00,0.55,16241,United Kingdom,0.55,June,Wednesday,11
568227,22467,GUMBALL COAT RACK,1,2011-09-26 10:57:00,2.55,17841,United Kingdom,2.55,September,Monday,10
536525,22149,FELTCRAFT 6 FLOWER FRIENDS,1,2010-12-01 12:54:00,2.1,14078,United Kingdom,2.1,December,Wednesday,12
542600,35971,ROSE FOLKART HEART DECORATIONS,1,2011-01-30 11:11:00,1.25,16923,United Kingdom,1.25,January,Sunday,11
545514,21577,SAVE THE PLANET COTTON TOTE BAG,11,2011-03-03 12:06:00,2.25,15053,United Kingdom,24.75,March,Thursday,12
547821,23154,SET OF 4 JAM JAR MAGNETS,120,2011-03-25 14:50:00,1.85,12621,Germany,222.0,March,Friday,14
557067,22045,SPACEBOY GIFT WRAP,25,2011-06-16 15:12:00,0.42,13098,United Kingdom,10.5,June,Thursday,15
544286,21171,BATHROOM METAL SIGN ,5,2011-02-17 12:29:00,1.45,13151,United Kingdom,7.25,February,Thursday,12
537674,21790,VINTAGE SNAP CARDS,12,2010-12-08 09:51:00,0.85,15628,United Kingdom,10.2,December,Wednesday,9
555279,22907,PACK OF 20 NAPKINS PANTRY DESIGN,5,2011-06-01 17:42:00,0.85,16348,United Kingdom,4.25,June,Wednesday,17
581486,22727,ALARM CLOCK BAKELIKE RED ,8,2011-12-09 09:38:00,3.75,17001,United Kingdom,30.0,December,Friday,9
549790,22466,FAIRY TALE COTTAGE NIGHTLIGHT,12,2011-04-12 12:02:00,1.95,16172,United Kingdom,23.4,April,Tuesday,12
558613,23176,ABC TREASURE BOOK BOX ,8,2011-06-30 15:46:00,2.25,14911,EIRE,18.0,June,Thursday,15
574721,23511,EMBROIDERED RIBBON REEL EMILY ,1,2011-11-06 14:43:00,2.08,17920,United Kingdom,2.08,November,Sunday,14
580136,84510C,SET OF 4 POLKADOT COASTERS,1,2011-12-01 19:42:00,1.25,17841,United Kingdom,1.25,December,Thursday,19
570333,47480,HANGING PHOTO CLIP ROPE LADDER,1,2011-10-10 12:19:00,1.65,18126,United Kingdom,1.65,October,Monday,12
578998,21175,GIN AND TONIC DIET METAL SIGN,1,2011-11-27 16:05:00,2.55,15436,United Kingdom,2.55,November,Sunday,16
577029,21917,SET 12 KIDS  WHITE CHALK STICKS,8,2011-11-17 12:59:00,0.42,15563,United Kingdom,3.36,November,Thursday,12
565411,23293,SET OF 12 FAIRY CAKE BAKING CASES,8,2011-09-04 11:22:00,0.83,13772,United Kingdom,6.64,September,Sunday,11
548711,84992,72 SWEETHEART FAIRY CAKE CASES,1,2011-04-03 14:24:00,0.55,18116,United Kingdom,0.55,April,Sunday,14
580385,23284,DOORMAT KEEP CALM AND COME IN,10,2011-12-04 10:11:00,7.08,16326,United Kingdom,70.8,December,Sunday,10
581146,23439,HAND WARMER RED LOVE HEART,5,2011-12-07 13:53:00,2.1,17602,United Kingdom,10.5,December,Wednesday,13
573245,23263,SET OF 3 WOODEN HEART DECORATIONS,10,2011-10-28 12:08:00,1.25,17841,United Kingdom,12.5,October,Friday,12
562560,84569D,PACK 6 HEART/ICE-CREAM PATCHES,12,2011-08-05 17:12:00,1.25,14156,EIRE,15.0,August,Friday,17
566081,23298,SPOTTY BUNTING,6,2011-09-09 10:09:00,4.95,16293,United Kingdom,29.700000000000003,September,Friday,10
568054,22096,PINK PAISLEY SQUARE TISSUE BOX ,6,2011-09-23 12:50:00,0.39,16978,United Kingdom,2.34,September,Friday,12
556953,23172,REGENCY TEA PLATE PINK,24,2011-06-16 08:16:00,1.65,14911,EIRE,39.599999999999994,June,Thursday,8
546915,22148,EASTER CRAFT 4 CHICKS ,12,2011-03-18 08:31:00,1.95,15695,United Kingdom,23.4,March,Friday,8
550633,82482,WOODEN PICTURE FRAME WHITE FINISH,2,2011-04-19 14:57:00,2.55,17449,United Kingdom,5.1,April,Tuesday,14
552639,21704,BAG 250g SWIRLY MARBLES,12,2011-05-10 13:18:00,0.85,15134,United Kingdom,10.2,May,Tuesday,13
580694,22075,6 RIBBONS ELEGANT CHRISTMAS ,24,2011-12-05 16:00:00,0.39,16600,United Kingdom,9.36,December,Monday,16
547065,47566,PARTY BUNTING,4,2011-03-20 13:38:00,4.95,17068,United Kingdom,19.8,March,Sunday,13
575753,47580,TEA TIME DES TEA COSY,1,2011-11-11 10:41:00,2.55,17841,United Kingdom,2.55,November,Friday,10
573576,20723,STRAWBERRY CHARLOTTE BAG,4,2011-10-31 14:09:00,1.63,14096,United Kingdom,6.52,October,Monday,14
538652,84946,ANTIQUE SILVER TEA GLASS ETCHED,6,2010-12-13 15:12:00,1.25,17890,United Kingdom,7.5,December,Monday,15
552365,21713,CITRONELLA CANDLE FLOWERPOT,3,2011-05-09 12:25:00,2.1,16440,United Kingdom,6.300000000000001,May,Monday,12
571841,21218,RED SPOTTY BISCUIT TIN,1,2011-10-19 12:21:00,3.75,17625,United Kingdom,3.75,October,Wednesday,12
578513,85099B,JUMBO BAG RED RETROSPOT,20,2011-11-24 13:32:00,2.08,16609,United Kingdom,41.6,November,Thursday,13
545474,82494L,WOODEN FRAME ANTIQUE WHITE ,6,2011-03-03 10:55:00,2.95,16709,United Kingdom,17.700000000000003,March,Thursday,10
550464,47591D,PINK FAIRY CAKE CHILDRENS APRON,3,2011-04-18 13:30:00,1.95,16550,United Kingdom,5.85,April,Monday,13
558642,21900,"KEY FOB , SHED",24,2011-07-01 09:47:00,0.65,17667,United Kingdom,15.600000000000001,July,Friday,9
536843,22966,GINGERBREAD MAN COOKIE CUTTER,12,2010-12-02 18:46:00,1.25,17552,United Kingdom,15.0,December,Thursday,18
576054,23300,GARDENERS KNEELING PAD CUP OF TEA ,1,2011-11-13 14:55:00,1.65,15787,United Kingdom,1.65,November,Sunday,14
542735,POST,POSTAGE,3,2011-01-31 15:36:00,18.0,12681,France,54.0,January,Monday,15
539456,85136A,YELLOW SHARK HELICOPTER,1,2010-12-17 17:23:00,7.95,16885,United Kingdom,7.95,December,Friday,17
565289,22699,ROSES REGENCY TEACUP AND SAUCER ,6,2011-09-02 11:43:00,2.95,14911,EIRE,17.700000000000003,September,Friday,11
550283,21877,HOME SWEET HOME MUG,12,2011-04-15 14:05:00,1.25,18094,United Kingdom,15.0,April,Friday,14
554788,23108,SET OF 10 LED DOLLY LIGHTS,4,2011-05-26 12:00:00,6.25,12987,United Kingdom,25.0,May,Thursday,12
537440,21624,VINTAGE UNION JACK DOORSTOP,2,2010-12-06 17:16:00,5.95,17869,United Kingdom,11.9,December,Monday,17
558862,21791,VINTAGE HEADS AND TAILS CARD GAME ,12,2011-07-04 12:25:00,1.25,13901,United Kingdom,15.0,July,Monday,12
539307,22608,PENS ASSORTED FUNKY JEWELED ,180,2010-12-16 17:43:00,0.21,13694,United Kingdom,37.8,December,Thursday,17
556776,22553,PLASTERS IN TIN SKULLS,1,2011-06-14 12:24:00,1.65,14730,United Kingdom,1.65,June,Tuesday,12
557764,23108,SET OF 10 LED DOLLY LIGHTS,6,2011-06-22 14:21:00,6.25,13089,United Kingdom,37.5,June,Wednesday,14
538744,21874,GIN AND TONIC MUG,6,2010-12-14 11:26:00,1.25,15356,United Kingdom,7.5,December,Tuesday,11
581222,85099B,JUMBO BAG RED RETROSPOT,30,2011-12-08 09:46:00,2.08,14520,United Kingdom,62.400000000000006,December,Thursday,9
576239,22968,ROSE COTTAGE KEEPSAKE BOX ,24,2011-11-14 13:33:00,8.5,15694,United Kingdom,204.0,November,Monday,13
545410,21876,POTTERING MUG,12,2011-03-02 12:18:00,1.25,16670,United Kingdom,15.0,March,Wednesday,12
570430,21358,TOAST ITS - HAPPY BIRTHDAY,1,2011-10-10 14:25:00,1.25,15886,United Kingdom,1.25,October,Monday,14
543815,22916,HERB MARKER THYME,2,2011-02-13 15:18:00,0.65,17255,United Kingdom,1.3,February,Sunday,15
537384,22632,HAND WARMER RED RETROSPOT,20,2010-12-06 13:21:00,2.1,15984,United Kingdom,42.0,December,Monday,13
554058,21154,RED RETROSPOT OVEN GLOVE ,3,2011-05-20 16:04:00,1.25,17757,United Kingdom,3.75,May,Friday,16
562046,21201,TROPICAL  HONEYCOMB PAPER GARLAND ,12,2011-08-02 10:34:00,2.55,12378,Switzerland,30.599999999999998,August,Tuesday,10
559535,M,Manual,1,2011-07-10 12:16:00,3.75,17841,United Kingdom,3.75,July,Sunday,12
571629,22366,DOORMAT AIRMAIL ,2,2011-10-18 11:18:00,8.25,13362,United Kingdom,16.5,October,Tuesday,11
545515,21084,SET/6 COLLAGE PAPER CUPS,12,2011-03-03 12:06:00,0.65,12727,France,7.800000000000001,March,Thursday,12
570455,21643,ASSORTED TUTTI FRUTTI MIRROR,2,2011-10-10 15:27:00,1.25,14529,United Kingdom,2.5,October,Monday,15
539752,22221,CAKE STAND LOVEBIRD 2 TIER PINK,2,2010-12-21 15:43:00,9.95,12515,Italy,19.9,December,Tuesday,15
560299,22706,WRAP COWBOYS  ,25,2011-07-18 10:28:00,0.42,17593,United Kingdom,10.5,July,Monday,10
561533,22725,ALARM CLOCK BAKELIKE CHOCOLATE,24,2011-07-28 09:32:00,3.75,16672,United Kingdom,90.0,July,Thursday,9
571726,23224,CHERUB HEART DECORATION GOLD,12,2011-10-19 09:00:00,0.83,16191,United Kingdom,9.959999999999999,October,Wednesday,9
562043,85132C,CHARLIE AND LOLA FIGURES TINS,12,2011-08-02 10:19:00,1.95,15342,United Kingdom,23.4,August,Tuesday,10
568908,22951,60 CAKE CASES DOLLY GIRL DESIGN,24,2011-09-29 13:38:00,0.55,16653,United Kingdom,13.200000000000001,September,Thursday,13
566040,22848,BREAD BIN DINER STYLE PINK,1,2011-09-08 13:38:00,16.95,12540,Spain,16.95,September,Thursday,13
542617,21535,RED RETROSPOT SMALL MILK JUG,2,2011-01-30 15:48:00,2.55,17463,United Kingdom,5.1,January,Sunday,15
541684,22457,NATURAL SLATE HEART CHALKBOARD ,1,2011-01-20 15:22:00,2.95,15498,United Kingdom,2.95,January,Thursday,15
552315,22975,SPACEBOY CHILDRENS EGG CUP,12,2011-05-08 16:10:00,1.25,12700,France,15.0,May,Sunday,16
575491,22633,HAND WARMER UNION JACK,1,2011-11-09 17:47:00,2.1,15531,United Kingdom,2.1,November,Wednesday,17
551250,79302M,"ART LIGHTS,FUNK MONKEY",1,2011-04-27 12:00:00,2.95,17841,United Kingdom,2.95,April,Wednesday,12
577133,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,1,2011-11-18 08:47:00,12.75,13962,United Kingdom,12.75,November,Friday,8
559797,21219,SET/4 BADGES BALLOON GIRL,10,2011-07-12 13:31:00,1.25,12720,Germany,12.5,July,Tuesday,13
576590,22138,BAKING SET 9 PIECE RETROSPOT ,3,2011-11-15 14:30:00,4.95,16240,United Kingdom,14.850000000000001,November,Tuesday,14
536365,84406B,CREAM CUPID HEARTS COAT HANGER,8,2010-12-01 08:26:00,2.75,17850,United Kingdom,22.0,December,Wednesday,8
548544,22768,FAMILY PHOTO FRAME CORNICE,2,2011-03-31 18:49:00,9.95,14525,United Kingdom,19.9,March,Thursday,18
563288,22382,LUNCH BAG SPACEBOY DESIGN ,20,2011-08-15 12:53:00,1.65,12656,France,33.0,August,Monday,12
553340,22139,RETROSPOT TEA SET CERAMIC 11 PC ,24,2011-05-16 12:20:00,4.25,15125,United Kingdom,102.0,May,Monday,12
577485,22113,GREY HEART HOT WATER BOTTLE,2,2011-11-20 11:56:00,4.25,16360,United Kingdom,8.5,November,Sunday,11
562611,22456,NATURAL SLATE CHALKBOARD LARGE ,3,2011-08-08 11:58:00,4.95,17716,United Kingdom,14.850000000000001,August,Monday,11
540260,21232,STRAWBERRY CERAMIC TRINKET BOX,12,2011-01-06 09:40:00,1.25,13097,United Kingdom,15.0,January,Thursday,9
540826,22883,NUMBER TILE VINTAGE FONT 4,12,2011-01-11 14:00:00,0.42,13102,United Kingdom,5.04,January,Tuesday,14
564140,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,6,2011-08-23 11:47:00,2.1,12621,Germany,12.600000000000001,August,Tuesday,11
566564,22999,TRAVEL CARD WALLET VINTAGE LEAF,6,2011-09-13 12:26:00,0.42,15522,United Kingdom,2.52,September,Tuesday,12
537200,84029E,RED WOOLLY HOTTIE WHITE HEART.,1,2010-12-05 14:17:00,3.75,15867,United Kingdom,3.75,December,Sunday,14
560048,23300,GARDENERS KNEELING PAD CUP OF TEA ,12,2011-07-14 15:02:00,1.65,13515,United Kingdom,19.799999999999997,July,Thursday,15
578068,23108,SET OF 10 LED DOLLY LIGHTS,2,2011-11-22 15:45:00,6.25,14505,United Kingdom,12.5,November,Tuesday,15
555547,POST,POSTAGE,4,2011-06-05 13:13:00,18.0,12681,France,72.0,June,Sunday,13
571693,23002,TRAVEL CARD WALLET SKULLS,24,2011-10-18 14:44:00,0.42,14776,United Kingdom,10.08,October,Tuesday,14
546982,22244,3 HOOK HANGER MAGIC GARDEN,1,2011-03-18 12:26:00,1.95,15483,United Kingdom,1.95,March,Friday,12
579571,21032,SPACE CADET WHITE,10,2011-11-30 11:48:00,1.25,16657,United Kingdom,12.5,November,Wednesday,11
553374,20725,LUNCH BAG RED RETROSPOT,10,2011-05-16 14:51:00,1.65,14489,United Kingdom,16.5,May,Monday,14
560211,23199,JUMBO BAG APPLES,10,2011-07-15 14:34:00,2.08,12621,Germany,20.8,July,Friday,14
541680,21166,COOK WITH WINE METAL SIGN ,48,2011-01-20 14:18:00,1.69,14062,United Kingdom,81.12,January,Thursday,14
581241,21181,PLEASE ONE PERSON METAL SIGN,12,2011-12-08 10:58:00,2.1,15520,United Kingdom,25.200000000000003,December,Thursday,10
539095,18097C,WHITE TALL PORCELAIN T-LIGHT HOLDER,6,2010-12-16 10:18:00,2.55,16037,United Kingdom,15.299999999999999,December,Thursday,10
570496,22630,DOLLY GIRL LUNCH BOX,12,2011-10-11 09:05:00,1.95,16422,United Kingdom,23.4,October,Tuesday,9
555733,22791,T-LIGHT GLASS FLUTED ANTIQUE,72,2011-06-07 08:21:00,1.06,16839,United Kingdom,76.32000000000001,June,Tuesday,8
569261,23445,ICE CREAM BUBBLES,20,2011-10-03 11:34:00,0.83,17321,United Kingdom,16.599999999999998,October,Monday,11
546107,22257,FELT FARM ANIMAL SHEEP,2,2011-03-09 12:33:00,1.25,17238,United Kingdom,2.5,March,Wednesday,12
574098,22619,SET OF 6 SOLDIER SKITTLES,4,2011-11-03 10:03:00,3.75,16337,United Kingdom,15.0,November,Thursday,10
547520,21711,FOLDING UMBRELLA WHITE/RED POLKADOT,4,2011-03-23 14:55:00,4.95,12564,France,19.8,March,Wednesday,14
